"","id","s_g3","r_g3","m_g3","s_g5","r_g5","m_g5","s_g8","r_g8","m_g8","st_g3","rt_g3","mt_g3","st_g5","rt_g5","mt_g5","st_g8","rt_g8","mt_g8"
"231",2351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2357,75.4,165.18,103.89,NA,NA,NA,NA,NA,NA,0.762,1.803,1.399,NA,NA,NA,NA,NA,NA
"234",2377,72.59,141.88,122.18,93.56,171.24,146.64,101.59,182.24,137.8,0.533,1.457,1.775,2.191,1.562,1.844,1.967,1.41,1.323
"235",2378,54.75,117.67,94.05,76.15,176.94,118.2,95.69,190.08,152.09,-0.129,1.187,1.25,1.091,1.624,1.229,1.472,1.545,1.598
"236",2380,80.32,195.82,130.91,87.17,200.88,157.24,NA,NA,NA,0.978,2.37,1.914,1.732,2.263,2.059,NA,NA,NA
"237",2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2407,44,125.18,74.95,56.58,148.72,98.14,70.83,155.91,110.89,-0.587,1.222,0.888,-0.016,1.331,0.953,0.227,1.087,0.897
"239",2411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2423,66.74,151.39,121.28,84.19,171.53,141.92,NA,NA,NA,0.341,1.578,1.685,1.507,1.595,1.715,NA,NA,NA
"241",2428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2440,67.33,146.83,108.39,77.16,175.22,116.86,87.36,198.28,143.27,0.382,1.58,1.495,1.107,1.616,1.209,0.973,1.748,1.422
"243",2446,66.02,138.53,104.32,77.3,172.81,130.14,NA,NA,NA,0.282,1.443,1.406,1.118,1.592,1.405,NA,NA,NA
"244",2447,57.04,157.98,90.25,73.17,167.05,122.12,84.13,195.6,140.66,0.024,1.708,1.184,0.885,1.514,1.337,0.811,1.67,1.374
"245",2451,39.35,91.16,53.72,NA,NA,NA,57.21,151.65,84.74,-0.816,0.848,0.362,NA,NA,NA,-0.301,1.043,0.536
"246",2454,26.75,90.84,62.44,NA,NA,NA,NA,NA,NA,-1.436,0.854,0.611,NA,NA,NA,NA,NA,NA
"247",2456,29.06,85.79,63.2,30.92,123.01,71.07,48.84,158.47,98.42,-1.302,0.733,0.633,-1.458,0.944,0.386,-0.628,1.114,0.724
"248",2459,40.24,123,90.37,54.75,148.05,108.4,85.46,139.98,151.57,-0.725,1.251,1.194,-0.079,1.228,1.06,0.876,0.93,1.587
"249",2469,38.99,88.34,73.18,38.04,91.11,79.12,NA,NA,NA,-0.767,0.726,0.842,-1.009,0.601,0.606,NA,NA,NA
"250",2478,35.46,81.85,52.44,NA,NA,NA,NA,NA,NA,-0.937,0.699,0.321,NA,NA,NA,NA,NA,NA
"251",2479,19.62,83.25,53.83,32.8,122.39,98.77,34.6,135.33,87.25,-2.114,0.71,0.366,-1.335,0.931,0.96,-1.26,0.887,0.572
"252",2493,NA,NA,NA,56.7,140.01,76.3,NA,NA,NA,NA,NA,NA,0.006,1.178,0.667,NA,NA,NA
"253",2507,27.55,102.84,91.49,NA,NA,NA,NA,NA,NA,-1.375,0.97,1.219,NA,NA,NA,NA,NA,NA
"254",2517,29.04,93.35,55.78,NA,NA,NA,NA,NA,NA,-1.295,0.863,0.422,NA,NA,NA,NA,NA,NA
"255",2529,30.26,122.75,115.61,32.19,142.33,136.26,63.68,163.24,159.62,-1.207,1.204,1.59,-1.374,1.136,1.616,-0.054,1.166,1.783
"256",2539,NA,NA,NA,43.77,127.61,86.93,69.72,168.85,91.8,NA,NA,NA,-0.659,1.009,0.746,0.183,1.231,0.634
"257",2544,45.69,139.45,117.68,60.24,152.37,148.7,NA,NA,NA,-0.487,1.408,1.623,0.14,1.339,1.839,NA,NA,NA
"258",2555,84.14,164.39,134.7,84.95,171.81,151.11,NA,NA,NA,1.119,1.768,1.928,1.565,1.592,1.846,NA,NA,NA
"259",2568,26.25,105.33,126.41,39.14,132.61,141.85,81.83,160.29,153.25,-1.464,1.041,1.821,-0.923,1.079,1.697,0.701,1.133,1.623
"260",2578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2587,57.06,125.17,107.03,NA,NA,NA,NA,NA,NA,-0.031,1.262,1.466,NA,NA,NA,NA,NA,NA
"262",2599,50.37,148.13,124.24,NA,NA,NA,NA,NA,NA,-0.297,1.562,1.742,NA,NA,NA,NA,NA,NA
"263",2607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2616,47.64,133.36,126.95,68.13,165.93,142.63,96.28,190.15,167.91,-0.426,1.403,1.834,0.617,1.445,1.734,1.514,1.546,2.109
"266",2619,40.17,109.39,68.37,56.73,147.38,88.31,67.42,166.87,103.2,-0.726,1.125,0.761,-0.003,1.244,0.777,0.092,1.207,0.789
"267",2658,46.43,123.28,117.56,69.87,154.85,137.03,NA,NA,NA,-0.474,1.234,1.668,0.659,1.37,1.559,NA,NA,NA
"268",2681,44.23,129.28,104.66,53.11,159.77,114.58,68.49,176.23,146.31,-0.568,1.373,1.414,-0.215,1.402,1.147,0.134,1.324,1.479
"269",2683,51.47,125.62,89.13,67.55,146.59,114.57,78.71,178.11,124.58,-0.257,1.271,1.164,0.539,1.236,1.267,0.559,1.35,1.103
"270",2693,29.81,105.73,95.04,33.27,121.97,108.05,52.53,146.4,135.37,-1.252,1.054,1.268,-1.293,0.929,1.061,-0.482,0.992,1.281
"271",2700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2702,67.4,145.57,79.58,71.72,181.39,99.27,96.94,189.79,157.88,0.35,1.509,1.003,0.79,1.708,0.963,1.562,1.539,1.735
"273",2725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2734,66.85,135.27,127.65,82.79,179.52,157.49,98.1,181.21,170,0.396,1.4,1.837,1.453,1.664,2.086,1.652,1.394,2.261
"275",2746,86.54,183.95,151.54,NA,NA,NA,NA,NA,NA,1.121,2.057,2.388,NA,NA,NA,NA,NA,NA
"276",2751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2776,82.56,108.5,113.61,81.91,180.93,149.92,107.9,199.24,166.98,1.038,1.131,1.577,1.386,1.761,1.805,2.996,1.779,2.057
"278",2786,73.55,151.96,116.31,88.14,185.05,152.42,101.01,199.37,159.53,0.635,1.617,1.598,1.731,1.781,1.92,1.909,1.783,1.78
"279",2788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2790,58.64,147.48,81.63,68.62,146.66,127.38,76.51,176.07,128.46,-0.005,1.602,1.038,0.577,1.217,1.345,0.463,1.322,1.165
"281",2816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2833,60.31,145.6,97.43,NA,NA,NA,NA,NA,NA,0.113,1.411,1.284,NA,NA,NA,NA,NA,NA
"283",2856,35.99,86.55,77.49,34.86,134.36,103.24,37.85,154.17,109.68,-0.899,0.758,0.97,-1.2,1.069,0.949,-1.101,1.069,0.879
"284",2862,28.65,90.9,90.26,NA,NA,NA,NA,NA,NA,-1.312,0.843,1.192,NA,NA,NA,NA,NA,NA
"285",2877,32.35,88.09,74.88,NA,NA,NA,NA,NA,NA,-1.084,0.786,0.897,NA,NA,NA,NA,NA,NA
"286",2879,44.64,151.56,92,NA,NA,NA,NA,NA,NA,-0.504,1.649,1.222,NA,NA,NA,NA,NA,NA
"287",2883,42.51,141.1,76.79,51.97,127.77,89.61,58.79,152.02,117.32,-0.622,1.495,0.95,-0.236,1.04,0.822,-0.241,1.047,0.991
"288",2887,48.86,126.03,98.97,NA,NA,NA,NA,NA,NA,-0.364,1.258,1.293,NA,NA,NA,NA,NA,NA
"289",2900,86.09,168.03,133.7,87.6,184.97,158.96,100.87,205.76,163.58,1.166,1.699,1.876,1.718,1.818,2.14,1.895,2.09,1.909
"290",2902,65.35,175.61,133.48,NA,NA,NA,NA,NA,NA,0.283,1.961,1.913,NA,NA,NA,NA,NA,NA
"291",2920,41.94,102.06,119.07,NA,NA,NA,NA,NA,NA,-0.662,0.994,1.653,NA,NA,NA,NA,NA,NA
"292",2949,66.39,166.47,129.8,NA,NA,NA,NA,NA,NA,0.333,1.826,1.807,NA,NA,NA,NA,NA,NA
"293",2954,41.43,132.4,109.82,NA,NA,NA,NA,NA,NA,-0.645,1.372,1.526,NA,NA,NA,NA,NA,NA
"294",2955,66.75,181.43,133.28,NA,NA,NA,NA,NA,NA,0.349,2.038,1.965,NA,NA,NA,NA,NA,NA
"295",2956,53.87,119.26,80.74,68.92,140.6,113.5,90.55,172.48,153.81,-0.173,1.2,1.012,0.614,1.134,1.151,1.148,1.275,1.636
"296",2971,85.07,167.7,135.48,NA,NA,NA,NA,NA,NA,1.222,1.839,1.928,NA,NA,NA,NA,NA,NA
"297",3000,22.99,54.83,38.06,NA,NA,67.29,40.88,NA,89.45,-1.729,-0.031,-0.247,NA,NA,0.47,-0.962,NA,0.602
"298",3014,18.96,54.4,43.35,23.13,75.92,54.04,43.99,115.64,85.98,-2.205,-0.043,-0.017,-2.201,0.349,0.104,-0.827,0.701,0.554
"299",3016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",3018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",3023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",3045,45.23,104.78,103.8,55.69,145.57,103.66,91.45,127.78,135.91,-0.481,1.002,1.406,-0.022,1.175,0.961,1.2,0.817,1.29
"303",3073,44.07,116.11,81.12,NA,NA,NA,NA,NA,NA,-0.561,1.179,1.019,NA,NA,NA,NA,NA,NA
"304",3107,56.2,143.4,125.99,82.3,167.7,142.7,101.17,188.08,148.79,-0.086,1.412,1.824,1.408,1.504,1.729,1.924,1.507,1.529
"305",3109,46.11,103.34,89.72,64.94,130.47,137.53,94.09,156.83,147.35,-0.472,0.971,1.173,0.4,1.037,1.583,1.364,1.096,1.5
"306",3133,73.84,172.39,123.85,79.35,181.65,146.25,105.01,199.49,155.52,0.669,2.017,1.781,1.159,1.759,1.824,2.395,1.788,1.676
"307",3138,37.37,127.93,100.26,NA,NA,NA,NA,NA,NA,-0.847,1.35,1.322,NA,NA,NA,NA,NA,NA
"308",3141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",3158,38.55,107.33,90.22,72.06,147.81,103.58,70.73,169.53,122.48,-0.789,1.083,1.198,0.793,1.219,1.043,0.223,1.239,1.07
"310",3178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",3180,57.36,160.53,117.57,75.79,175.6,140.58,92.63,200.42,149.53,-0.041,1.755,1.605,1.044,1.614,1.644,1.271,1.821,1.544
"312",3187,40.01,126.39,67.29,62.38,165.5,102.16,69.83,166.5,123.83,-0.723,1.37,0.743,0.271,1.428,1.009,0.187,1.203,1.091
"313",3188,40.21,143.71,118.42,53.52,174.52,144.91,80.09,188.49,161.57,-0.714,1.423,1.646,-0.188,1.609,1.814,0.621,1.514,1.841
"314",3195,61.49,167.96,123.54,77.29,170.94,151.67,NA,NA,NA,0.131,1.845,1.71,1.091,1.589,1.859,NA,NA,NA
"315",3229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",3231,50.37,106.36,89.18,71.07,164.66,117.34,96.43,176.92,148.43,-0.294,1.065,1.159,0.778,1.412,1.221,1.524,1.334,1.521
"317",3232,59.41,154,131.42,81.03,170.48,151.55,NA,NA,NA,0.075,1.646,1.915,1.282,1.551,1.877,NA,NA,NA
"318",3254,56.41,154.91,115.64,87.98,181.59,142.28,99.42,199.93,161.07,-0.048,1.768,1.627,1.728,1.758,1.77,1.762,1.803,1.825
"319",3267,53.09,144.93,105.4,NA,NA,NA,NA,NA,NA,-0.198,1.517,1.433,NA,NA,NA,NA,NA,NA
"320",3274,58.94,133.26,95.16,82.83,169.67,133.4,97.57,201.04,168.15,0.027,1.421,1.281,1.367,1.538,1.482,1.61,1.845,2.123
"321",3284,49.46,128.23,102.88,62.31,147.07,130.23,73.54,180.72,137.9,-0.327,1.392,1.372,0.294,1.235,1.415,0.338,1.387,1.324
"322",3315,53.45,117.78,64.13,68.34,159.22,88.77,73.77,146.47,115.19,-0.154,1.185,0.66,0.58,1.392,0.877,0.347,0.992,0.959
"323",3321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",3323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",3331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",3337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",3353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",3376,37.15,115.42,65.4,43.73,125.75,65.57,68.58,120.44,88.58,-0.869,1.17,0.687,-0.661,0.995,0.408,0.137,0.747,0.59
"329",3379,39.96,87.01,87.92,67.6,119.36,117.82,63.98,166.4,144.31,-0.735,0.761,1.119,0.529,0.894,1.239,-0.042,1.202,1.441
"330",3383,27.54,69.38,63.28,47.47,103.02,85.38,NA,NA,NA,-1.394,0.43,0.628,-0.469,0.671,0.722,NA,NA,NA
"331",3398,53.44,141.9,107.41,77.34,165.53,139.38,84.33,197.36,159.6,-0.169,1.408,1.468,1.113,1.45,1.621,0.82,1.72,1.782
"332",3402,54.1,164.96,126.29,73.75,167.79,151.06,96.34,205,168.37,-0.139,1.756,1.771,0.926,1.581,1.844,1.518,2.04,2.137
"333",3415,52.06,164.58,112.09,69.44,190.84,125.56,99.14,203.48,155.11,-0.256,1.793,1.549,0.649,1.864,1.395,1.738,1.954,1.666
"334",3455,50.74,124.95,57.62,65.16,137.75,85.17,87.06,168.69,119.26,-0.293,1.216,0.484,0.463,1.105,0.802,0.958,1.229,1.02
"335",3456,56.08,149.32,96.41,78.89,165.45,127.21,96.91,195.88,161.02,-0.071,1.624,1.271,1.233,1.465,1.419,1.56,1.678,1.824
"336",3464,56.58,105.72,87.48,66.37,127.78,129.98,81.73,149.63,138.17,-0.073,1.028,1.096,0.518,1.012,1.464,0.697,1.023,1.329
"337",3469,47.72,122.77,92.15,55.64,138.51,120.04,71.72,151.62,118.03,-0.411,1.208,1.224,-0.057,1.143,1.29,0.264,1.043,1.002
"338",3472,24.58,69.27,75.66,35.71,90.42,114.24,NA,NA,NA,-1.586,0.437,0.912,-1.147,0.591,1.15,NA,NA,NA
"339",3479,63.5,142.35,87.75,77.95,175.63,141.69,79.94,195.16,140.95,0.202,1.455,1.128,1.189,1.644,1.668,0.614,1.659,1.379
"340",3505,81.82,148.06,154.07,89.22,155.24,160.5,99.8,194.42,164.64,1.039,1.492,2.448,1.877,1.372,2.218,1.796,1.64,1.95
"341",3506,50.68,123.33,117.07,70.82,141.22,138.74,75.87,180.1,136.69,-0.279,1.249,1.655,0.667,1.163,1.601,0.436,1.378,1.303
"342",3514,47.75,152.3,133.19,75.22,148.56,152.81,104.72,181.01,161.61,-0.397,1.607,1.95,0.976,1.289,1.945,2.35,1.391,1.842
"343",3518,67.21,144.43,151.47,NA,NA,NA,NA,NA,NA,0.398,1.528,2.375,NA,NA,NA,NA,NA,NA
"344",3534,42.71,137.03,68.21,49.74,160.7,110.53,65.66,165.37,143.09,-0.615,1.432,0.758,-0.385,1.406,1.099,0.023,1.19,1.418
"345",3544,56.39,138.23,110.4,66.65,179.75,128.97,98.23,166.18,159.78,-0.044,1.401,1.516,0.48,1.652,1.372,1.662,1.199,1.787
"346",3546,71.51,139.07,131.83,88.59,165.22,151.19,98.46,182.62,170.43,0.56,1.451,1.929,1.847,1.423,1.958,1.681,1.416,2.302
"347",3560,55.89,134.52,120.81,74.73,174.22,129.35,87.78,193.25,151.52,-0.086,1.41,1.756,0.926,1.591,1.448,0.996,1.612,1.586
"348",3579,40.59,82.67,78.06,NA,NA,NA,91.8,NA,135.59,-0.696,0.645,0.978,NA,NA,NA,1.221,NA,1.284
"349",3585,44.36,139.55,102.68,60.42,142.19,117.21,NA,NA,NA,-0.534,1.488,1.379,0.154,1.171,1.205,NA,NA,NA
"350",3588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",3593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",3609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",3610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",3625,18.95,51.69,43.77,24.07,71.59,54.75,NA,NA,NA,-2.212,-0.053,0.001,-2.074,0.258,0.114,NA,NA,NA
"355",3637,22.38,87.09,76.63,NA,NA,NA,50.84,127.21,93.08,-1.789,0.761,0.952,NA,NA,NA,-0.548,0.811,0.652
"356",3644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",3656,61.36,166.45,131.6,70.7,192.7,152.93,84.31,174.6,161.89,0.118,1.685,1.923,0.728,1.945,1.939,0.819,1.303,1.851
"358",3661,35.11,107.4,82.6,NA,NA,NA,NA,NA,NA,-0.957,1.101,1.032,NA,NA,NA,NA,NA,NA
"359",3662,62.42,144.39,111.89,69.56,148.46,152.28,87.46,184.46,163.71,0.179,1.413,1.54,0.626,1.271,1.917,0.978,1.445,1.914
"360",3664,69.07,144.56,104.19,74.49,166.79,127.38,NA,NA,NA,0.504,1.507,1.415,0.951,1.472,1.432,NA,NA,NA
"361",3720,56.1,149.08,100.7,NA,NA,NA,NA,NA,NA,-0.084,1.55,1.327,NA,NA,NA,NA,NA,NA
"362",3725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",3730,49.23,146.85,114.99,73.38,164.62,139.3,85.77,166.52,146.18,-0.356,1.555,1.581,0.829,1.409,1.686,0.892,1.203,1.477
"364",3737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",3746,68.2,157.04,124.46,NA,NA,NA,NA,NA,NA,0.332,1.715,1.794,NA,NA,NA,NA,NA,NA
"366",3755,60.93,127.43,109.62,75.62,165.05,136.59,79.55,163.58,153.75,0.128,1.357,1.489,1.007,1.42,1.616,0.597,1.169,1.635
"367",3806,43.69,110.46,118.01,74.76,168.14,158.17,93.06,171.53,167.32,-0.576,1.145,1.64,0.944,1.509,2.096,1.298,1.264,2.075
"368",3810,29.09,104.13,69.74,57.31,154.81,95.99,69.89,185.08,118.53,-1.425,0.981,0.782,0.006,1.365,0.927,0.189,1.455,1.009
"369",3811,41.6,150.41,129.77,NA,NA,NA,NA,NA,NA,-0.654,1.651,1.837,NA,NA,NA,NA,NA,NA
"370",3850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",3868,47.19,106.95,51.26,NA,NA,NA,NA,NA,NA,-0.425,1.112,0.282,NA,NA,NA,NA,NA,NA
"372",3872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",3881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",3891,53.84,167.19,116.91,80.48,160.59,127.92,102.48,196.59,148.82,-0.13,1.818,1.624,1.25,1.398,1.42,2.063,1.697,1.529
"375",3906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",3917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",3918,58.01,127.39,113.32,57.36,125.91,142.89,90.1,129.29,157.92,-0.001,1.373,1.539,0.009,1.002,1.641,1.122,0.831,1.736
"378",3928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",3930,50,126.19,105.08,59.36,156.85,130.34,84.27,177.17,144.94,-0.302,1.271,1.433,0.134,1.378,1.484,0.818,1.337,1.453
"380",3931,61.17,111.06,103.57,72.96,145.51,128.67,84.64,146.6,149.12,0.129,1.153,1.402,0.829,1.186,1.429,0.836,0.994,1.535
"381",3936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",3959,34.3,95.97,120.59,67.83,149.78,152.21,NA,NA,NA,-1.006,0.911,1.685,0.594,1.3,1.899,NA,NA,NA
"383",3967,56.95,110.93,63.09,65.7,133.22,87.62,NA,NA,NA,-0.033,1.147,0.629,0.453,1.131,0.766,NA,NA,NA
"384",3969,68.25,155.3,117.47,NA,NA,NA,NA,NA,NA,0.465,1.703,1.618,NA,NA,NA,NA,NA,NA
"385",3993,46.09,126.16,99.81,65.85,150.48,134.86,80.97,186.15,166.04,-0.493,1.255,1.32,0.493,1.321,1.605,0.661,1.473,2.011
"386",4014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",4022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",4038,86.61,147.12,106.29,71.53,161.32,133.94,91.16,183.28,150.32,1.199,1.566,1.471,0.794,1.41,1.509,1.183,1.426,1.56
"389",4044,47.02,104.19,71.02,68.33,145.04,120.57,85.6,166.26,141.39,-0.422,0.984,0.796,0.586,1.193,1.305,0.883,1.2,1.387
"390",4050,NA,NA,NA,NA,NA,NA,100.21,201.04,170.32,NA,NA,NA,NA,NA,NA,1.832,1.845,2.29
"391",4090,25.68,66.65,63.08,NA,NA,NA,NA,NA,NA,-1.522,0.337,0.63,NA,NA,NA,NA,NA,NA
"392",4116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",4120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",4126,22.91,99.84,53.29,NA,NA,NA,NA,NA,NA,-1.766,0.943,0.346,NA,NA,NA,NA,NA,NA
"395",4144,29.54,108.77,89.56,47.37,138.57,112.24,85.91,139.36,137.1,-1.262,1.117,1.177,-0.455,1.121,1.127,0.899,0.925,1.311
"396",4146,49.62,150.18,96.22,78.22,169.65,124.23,89.03,190.41,137.9,-0.338,1.578,1.265,1.145,1.542,1.294,1.063,1.551,1.325
"397",4159,50.09,90.73,106.28,77.25,144.99,136.83,87.17,132.66,144.86,-0.297,0.836,1.448,1.073,1.139,1.576,0.963,0.862,1.451
"398",4163,45.53,129.58,122.57,72.96,147.25,141.51,NA,NA,NA,-0.491,1.374,1.784,0.891,1.242,1.672,NA,NA,NA
"399",4164,55.17,145.05,99.55,86.14,173.84,147.75,102.73,193.98,165.11,-0.1,1.433,1.309,1.626,1.59,1.854,2.092,1.63,1.97
"400",4177,44.27,107.63,104.42,68.55,126.16,121.19,82.18,167.03,141.1,-0.529,1.115,1.414,0.654,1.012,1.316,0.717,1.209,1.382
"401",4181,65.04,160.52,144.19,82.1,170.28,143.52,98.51,195.34,149.11,0.23,1.606,2.194,1.394,1.609,1.777,1.685,1.664,1.535
"402",4186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",4190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",4191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",4192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",4201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",4209,75.1,188.61,140.59,100.17,193.57,166.4,106.66,208.32,170.51,0.732,2.246,2.068,2.845,1.982,2.416,2.692,2.323,2.31
"408",4249,30.12,92.35,78.43,42.92,126.42,109.56,68.03,161.19,123.04,-1.211,0.865,0.985,-0.73,1.026,1.081,0.116,1.143,1.079
"409",4265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",4269,80.08,151.62,123.93,93.66,185.92,161.87,106.07,203.08,167.23,0.938,1.654,1.75,2.228,1.825,2.316,2.574,1.934,2.07
"411",4284,60.55,145.81,111.55,66.73,130.88,146.33,76.47,178.37,154.9,0.137,1.448,1.533,0.514,1.079,1.719,0.462,1.354,1.661
"412",4288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",4293,64.15,119.51,77.12,88.26,159.85,129.63,98.41,185.3,145.74,0.247,1.226,0.964,1.887,1.364,1.46,1.677,1.458,1.468
"414",4299,40.26,113,102.41,62,145.51,141.22,86.63,171.32,152.64,-0.687,1.189,1.347,0.264,1.196,1.687,0.935,1.261,1.61
"415",4301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",4310,36.15,95.35,67.76,57.97,141.95,81.13,68.24,148.17,97.56,-0.91,0.878,0.753,0.074,1.145,0.74,0.124,1.009,0.713
"417",4319,55.32,154.58,103.71,NA,NA,NA,98.33,190.16,157.5,-0.072,1.615,1.394,NA,NA,NA,1.67,1.546,1.725
"418",4332,71.33,157.48,124.77,88.84,192.15,168.02,104.49,206,169.31,0.549,1.686,1.766,1.865,1.914,2.524,2.318,2.107,2.204
"419",4333,57.68,114.24,116.1,NA,NA,NA,NA,NA,NA,-0.007,1.174,1.572,NA,NA,NA,NA,NA,NA
"420",4334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",4338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",4360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",4364,19.2,107.91,73.21,NA,NA,NA,NA,NA,NA,-2.165,1.118,0.845,NA,NA,NA,NA,NA,NA
"424",4381,69.98,127.58,133.81,84.08,168.46,152.76,104.61,184.07,169.75,0.537,1.332,1.98,1.527,1.512,2.025,2.335,1.438,2.238
"425",4388,79.22,167.81,131.07,87.6,180.15,153.18,105.17,182.17,162.31,0.88,1.842,1.909,1.738,1.668,2.062,2.42,1.409,1.865
"426",4389,47.32,103.07,96.64,76.02,106.61,104.08,86.58,NA,NA,-0.432,0.983,1.272,1.049,0.787,1.081,0.933,NA,NA
